"","country_id","Project ID","Country_original","Region","Lending Instrument","Level of Education","Focus area","Topic","Chain Position","DLI","DLI/DLR","Value of DLI (in mln)","Value of DLR (mln)","Share of total RBF for DLI","Scalability","Formula/Calculation","Verification agency type","Verification source","Restructuring","Fiscal Year","Country","region_id","region_name","income_id","income_name"
"21","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Intermediate Outcome","PBCT 1.1: Baseline data on teaching quality collected 
among sample of teachers using classroom 
observation tools (TEACH) by December 31, 2019","PBC",7.5,7.5,0,"No",NA,"Third party","Private Firm","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"22","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","PBC 3: Improved EMIS data collection and quality assurance procedures implemented","PBC",7,7,0,"No",NA,"Third party","MOE","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"23","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Recruitment and Deployment","Intermediate Outcome","DLR 4.2: At least ninety (90) percent of newly hired  permanent Teachers and at least seventy five  (75) percent of newly hired temporary Teachers  hired based on the methods and criteria  identified in the Teachers policy; and at least  ninety (90) percent of new  Teachers positions  filled through a transparent recruitment process  using the IARCSC’s hiring procedures and at  least forty percent (40%) of the new hires are  women. ","DLR",5,5,0,"No","Full amount upon   achievement of target ","Third party","TPVA will verify Teachers were  hired according to the national recruitment  process.  TPVA will select a sample from new  recruitments and review all related documents","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"24","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Output","PBC 9: Evaluation of Subject Teacher Training","PBC",1,1,0,"No",NA,"Third party","MoE TED","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"25","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Results-based Management","Process","PBC 6: Annual results based reports implemented between MOE, PEDs and DEDs","PBC",3.9,3.9,0,"No",NA,"Third party","MOE, PED, DED","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"26","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Intermediate Outcome","DLR 1.1: Baseline data on teaching quality collected among sample of Teachers using classroom  observation tools (TEACH) by December 31  2019.","DLR",7.5,7.5,0,"No","Full amount upon achievement of target ","Third party"," TPVA verifies  classroom observations were done.  TPVA  reviews primary data on observations and  related analyses for accuracy and conducts  interviews with a sample of Teachers and  administrative staff","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"27","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Recruitment and Deployment","Intermediate Outcome","PBCT 4.2: At least 90 percent of newly hired permanent 
teachers and at least 75 percent of all newly 
hired temporary teachers were based on the 
methods and criteria identified in the teacher 
policy; at least 90 percent of new teacher 
positions were filled through a transparent 
recruitment process using the IARCSC’s hiring 
procedures; and at least 40 percent of the new 
hires are women","PBC",3,3,0,"No",NA,"Third party","TEMIS, MOE, Civil Service Commission database","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"28","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Education Strategic Planning and Management","Output","DLI 5: Integrated personnel database for education staff established ","DLI",5,0,0.00238891543239369,"No","Full amount upon   achievement of target ","Third party","Varies by DLR","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"29","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Education Strategic Planning and Management","Output","DLR 5.1: Organizational mapping of all education Tashkeel  staff  completed;  and  agreed  minimum  information on staff, as described in the Project  Procedure  Manual,  including  biometic  data  entered  into  the  personnel  databse  for  one  hundred thousand (100,000) staff","DLR",2,2,0,"No","Full amount upon   achievement of target ","Third party","TPVA reviews organizational mapping  (census) of all Tashkeel staff and verifies that the mapping follows the organizational structure of  the MoE down to the level of work location. TPVA verifies that the database  contains agreed minimum information. TPVA reviews a random sample  of records to verify the payroll sheet (M16) is  generated using the new databases system, and  to compare the M16 with M14 for individual  Teachers at the school level","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"30","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Financing","Budget","Process","DLR 7.3: By February 2020, progress on results toward  2019 annual plan reported as per template by  MOE; and by June 2020, annual operational plan  based on actual on‐budget allocations and  projected off‐budget allocations for 2021  completed as per the template and endorsed by  Development Partners.","DLR",1,1,0,"No","Full amount upon achievement of target ","Third party","TPVA reviews  MoE operational plans and reports to verify: (a) progress on results toward 2019 annual plan  reported, per template by February 2020; and  (b) annual operational plan based on actual on‐ budget allocation and projected off‐budget  allocations for 2021 completed and endorsed by  DPs as per the template by June 2020","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"31","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Teaching and Learning Materials","Output","PBCT 2.4: New teacher guides developed in core subjects of 
mathematics, science, and language for Grades 7 
to 12. New textbooks and teacher guides 
developed in core subjects of mathematics, 
science, and language for Grades 10 to 12.","PBC",2,2,0,"Yes",NA,"Third party","PED, DED","Yes, DLR modified",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"32","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Recruitment and Deployment","Intermediate Outcome","DLI 4: Development and implementation of a Teachers policy for prioritization in the hiring and allocation of Teachers based on need","DLI",10,0,0.00477783086478739,"No","Full amount upon   achievement of target ","Third party","Varies by DLR","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"33","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","DLR 3.4: EMIS data verified with monthly survey data  and a random sample of 5% of schools  physically verified with ±3.5% margin of error","DLR",2,2,0,"Yes","Full amount upon   achievement of target ","Third party","TPVA  verifies  that  the  MOE has conducted the two-level verification: a)  5% of physical verification of the EMIS data by the  MoE  (e.g.,  academic  supervisors)  by  reviewing  documentation on the verification process, data  collected and analysis of results reported by MoE  and  b)  the  TPVA  also  verifies  that  the  monthly  phone survey has been conducted and  the data  was  entered  into  EMIS  by  reviewing  the  EMIS’s  module for phone survey.","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"34","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Education Strategic Planning and Management","Output","DLR 5.2: Agreed  minimum information on  staff, as  described in the Project Procedure Manual,  including biometric data entered into the  personnel database for all staff","DLR",2,2,0,"No","Full amount upon   achievement of target ","Third party","TPVA reviews and verifies the  database includes required information for ALL  staff.  In addition, the TPVA reviews a random  sample of records to verify the payroll sheet  (M16) is generated using the new databases  system, and to compare the M16 with M14 for  individual Teachers at the school level. ","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"35","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Financing","Budget","Process","DLR 7.1: By December 2018: new O&M budget allocation  formula established for PEDs and DEDs; annual  operational plan based on actual on‐budget  allocations and projected off budget allocations  for 2019 completed as per template, and  endorsed by Development Partners; and  progress report template jointly developed with  Development  artners","DLR",2,2,0,"No","Full amount upon   achievement of target ","Third party","TPVA reviews MOE operational  plans and reports  to verify: (a) new O&M budget allocation formula established for each PED,  disaggregated by DED; (b) annual operational  plan based on actual on‐budget allocations and  projected off‐budget allocations for 2019  completed and endorsed by DPs by December  2018; and (c) progress report template jointly developed with DPs by December 201","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"36","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Results-based Management","Process","PBCT 7.2: Progress on results toward 2018 annual 
operational plan reported by MOE by February 
2019. Annual operational plan based on actual 
on-budget allocation and projected off-budget 
allocations for 2020 completed and endorsed by 
DPs as per the template by June 2019","PBC",1,1,0,"No",NA,"Third party","MoE","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"37","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Output","PBC 5: Integrated personnel database for education staff established","PBC",6,6,0,"No",NA,"Third party","MOE","Yes, DLI modified",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"38","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","DLR 3.3: All 2019 and 2020 CBE information reported to  the MoE and entered in EMIS, in accordance  with the policy guidelines;  and  monthly phone  survey data collection conducted by a random  sample of schools in selected provinces","DLR",4,4,0,"Yes","Full amount upon   achievement of target ","Third party","The TPVA reviews  reports from EMIS teams and conducts visits to a  sample of schools and CBEs. They will review  data quality and verify monthly phone surveys  were conducted.  The TPVA will collect  attendance data from schools and crosscheck it  with the phone survey records at the PED and at  the call center","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"39","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Results-based Management","Process","PBCT 7.1: New O&M budget allocation formula established 
by December 2018; Annual operational plan 
based on actual on-budget allocations and 
projected off-budget allocations for 2019 
completed and endorsed by DPs by December 
2018","PBC",2,2,0,"No",NA,"Third party","MoE","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"40","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Output","PBCT 9.1: Completion of baseline data collection of teacher 
training","PBC",0.5,0.5,0,"No",NA,"Third party","MoE TED","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"41","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","In-service Teacher Training","Output","PBCT 8.3: 20,000 Grades 1 to 3 teachers and head masters trained in Early Grade Reading","PBC",0.5,0.5,0,"No",NA,"Third party","TED","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"42","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Results-based Management","Process","PBC 7: NESP III Operational plan on management and budgeting cycle developed and results reported (Text, Custom, DLI)","PBC",3.8,3.8,0,"No",NA,"Third party","MoE","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"43","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Textbooks","Output","PBCT 2.1: 45 million textbook from the existing curriculum 
for core subjects/learning areas (mathematics, 
science, and language) distributed to public 
schools, covering at least 90% of districts","PBC",10,10,0,"Yes","Minimum = US$2,500,000 for achieving distribution of 11.25 m","Third party","PED, DED","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"44","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Financing","Budget","Process","DLI 7: NESP III operational plan on management and budgeting cycle developed and results reported","DLI",5,0,0.00238891543239369,"No","Full amount upon   achievement of target ","Third party","Varies by DLR","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"45","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Intermediate Outcome","PBCT 1.2: Teaching quality rating, based on TEACH 
classroom observation method, increased by 0.4 
standard deviations or more among sampled 
teachers compared to the baseline","PBC",5,5,0,"No",NA,"Third party","Private Firm","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"46","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","DLR 3.5: All 2021 and 2022 CBE information reported to  MoE and entered into EMIS in accordance with  policy guidelines. ","DLR",2,2,0,"Yes","Full amount upon   achievement of target ","Third party","The TPVA reviews  reports from EMIS teams and conducts visits to a  sample of schools and CBEs.","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"47","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Other","M&E of Project Activities","Process","DLR 6.4: By December 2022, 2021 annual results‐based  reports completed annually per template,  submitted by MOE for PEDs and DEDs, and  500,000  Full amount upon   achievement of target The World Bank EQRA (P159378) Page 65 of 114 published on MOE’s website","DLR",0.5,0.5,0,"No","Full amount upon   achievement of target ","Third party"," TPVA reviews if 2021 reports  were completed per template and submitted by  the MoE for all PEDs, and related DEDs and  published on MoE website by December 2022","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"48","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","DLI 3: Improved EMIS data collection and quality assurance procedures implemented","DLI",14,0,0.00668896321070234,"Yes","Full amount upon   achievement of target ","Third party","Varies by DLR","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"49","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Output","PBCT 5.1: Organizational mapping of all education 
Tashkeel staff completed; and agreed minimum 
information on staff, as described in the Project 
Procedure Manual, including biometric data 
entered into the personnel database for one 
hundred thousand (100,000) staff","PBC",2,2,0,"No",NA,"Third party","MOE","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"50","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Textbooks","Output","DLR 2.1: 45 million textbooks from the existing curriculum  for core subjects of mathematics, science, and  language distributed to public schools covering  at least 90 percent of districts","DLR",10,10,0,"Yes","Minimum = US$2,500,000  for achieving distribution of  11.25 million textbooks.  Additional US2,500,000 to  be disbursed for distribution  of additional 11.25 million textbooks until the total  distribution of textbooks  reaches 45 million.","Third party","Verification will be done in two  steps: 1) TPVA will verify that at least 11.25  million textbooks have been printed and  distributed by reviewing contract documents,  proof of distribution such as financing incurred,  and reports of books distributed from PEDs to  DEDs and schools; 2) A sample of schools (from  the list of those schools that received 11.25  million textbooks) will be selected and TPVA will  verify existence of books at the school level","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"51","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Textbooks","Output","DLR 2.2: New textbooks and Teachers guides developed in  core subjects of mathematics, science, and  language for Grades 1, 4, 7, and 10","DLR",4,4,0,"Yes","Full amount upon   achievement of target","Third party","TPVA verifies that textbooks and  Teachers guides developed in core subjects for  grades, 1, 4, 7 and 10.","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"52","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","DLR 3.2: Online tool developed for school level data  entry into EMIS; training of trainers for data  collection and entry into EMIS completed; and  outreach and capacity building of principals and  school shuras to prepare for monthly data collection completed","DLR",3,3,0,"Yes","Full amount upon   achievement of target ","Third party","TPVA reviews EMIS module for  data entry and quality as well as verifies that  data has been entered, training and outreach  took place by reviewing related records and  materials and conducting random site visits and  interviewing principals and school shuras.","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"53","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Results-based Management","Process","PBCT 7.3: Progress on results toward 2019 annual 
operational plan reported per template by MoE 
by February 2020. Annual operational plan based 
on actual on-budget allocation and projected offbudget allocations for 2021 completed and 
endorsed by DPs as per the template by 
December 2020","PBC",0.4,0.4,0,"No",NA,"Third party","MoE","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"54","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Teaching and Learning Materials","Output","PBCT 2.3: New teacher guides developed in core subjects of 
mathematics, science, and language for Grades 1 
to 6. New textbooks developed in core subjects of 
mathematics, science, and language for Grades 7 
to 9.","PBC",2,2,0,"Yes",NA,"Third party","PED, DED","Yes, DLR modified",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"55","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Output","PBCT 5.4: Personnel data updated to reflect any changes 
required for existing entries","PBC",1.6,1.6,0,"No",NA,"Third party","MOE","Yes, DLR modified",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"56","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Other","M&E of Project Activities","Process","DLI 6: Annual results‐based reports implemented between MoE, PEDs, and DEDs ","DLI",5,0,0.00238891543239369,"No","Full amount upon   achievement of target ","Third party","Varies by DLR","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"57","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Teaching and Learning Materials","Output","PBC 2: Existing textbooks distributed and teaching and learning materials for the new curriculum developed for all grades","PBC",16.5,16.5,0,"Yes",NA,"Third party","PED, DED","Yes, DLI modified",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"58","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Output","PBCT 5.2: Agreed minimum information on staff, as 
described in the Project Procedure Manual, 
including biometric data entered into the 
personnel database for 200,000 staff.","PBC",1.5,1.5,0,"No",NA,"Third party","MOE","Yes, DLR modified",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"59","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Education Strategic Planning and Management","Output","DLR 5.3: Personnel data updated to reflect any changes","DLR",1,1,0,"No","Full amount upon   achievement of target ","Third party","TPVA verifies that the  integration is completed with any differences  between them fully reconciled, and completion  of any updates to existing records in the  database. TPVA will review of a random sample  from MoE’s database for accuracy with payroll","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
"60","AFG","P173314","Afghanistan","AFR","IPF/DLIs","Primary and Secondary Education","Teachers","In-service Teacher Training","Output","PBCT 8.2: 13,000 Grades 1 to 3 teachers and head masters trained in Early Grade Reading","PBC",3,3,0,"No",NA,"Third party","TED","No",2021,"Afghanistan","SAS","South Asia","LIC","Low income"
"61","AFG","P159378","Afghanistan","SAR","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","EMIS","Process","DLR 3.1: A call center established within MOE and  operational protocols for managing monthly  phone surveys to schools for EMIS data  collection established  in consultation with local  stakeholders.","DLR",3,3,0,"Yes","Full amount upon   achievement of target ","Third party","TPVA reviews protocol and  arrangements for call center and conducts site  visit to verify call center established within MoE.","No",2019,"Afghanistan","SAS","South Asia","LIC","Low income"
